player,college,Team,Year,Player_URL,HS
David West,Xavier,IND,2012,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2012,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2012,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
D.J. Augustin,Texas,IND,2013,https://www.basketball-reference.com/players/a/augusdj01.html,"Hightower in Missouri City, Texas|"
D.J. Augustin,Texas,IND,2013,https://www.basketball-reference.com/players/a/augusdj01.html,"Hightower in Missouri City, Texas|"
D.J. Augustin,Texas,IND,2013,https://www.basketball-reference.com/players/a/augusdj01.html,"Hightower in Missouri City, Texas|"
D.J. Augustin,Texas,IND,2013,https://www.basketball-reference.com/players/a/augusdj01.html,"Hightower in Missouri City, Texas|"
D.J. Augustin,Texas,IND,2013,https://www.basketball-reference.com/players/a/augusdj01.html,"Hightower in Missouri City, Texas|"
Jeff Ayres,Arizona State,IND,2013,https://www.basketball-reference.com/players/p/pendeje02.html,"Etiwanda in Rancho Cucamonga, California|"
Jeff Ayres,Arizona State,IND,2013,https://www.basketball-reference.com/players/p/pendeje02.html,"Etiwanda in Rancho Cucamonga, California|"
Jeff Ayres,Arizona State,IND,2013,https://www.basketball-reference.com/players/p/pendeje02.html,"Etiwanda in Rancho Cucamonga, California|"
Jeff Ayres,Arizona State,IND,2013,https://www.basketball-reference.com/players/p/pendeje02.html,"Etiwanda in Rancho Cucamonga, California|"
Jeff Ayres,Arizona State,IND,2013,https://www.basketball-reference.com/players/p/pendeje02.html,"Etiwanda in Rancho Cucamonga, California|"
Paul George,Fresno State,IND,2013,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2013,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2013,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2013,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2013,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Danny Granger,"Bradley, New Mexico",IND,2013,https://www.basketball-reference.com/players/g/grangda01.html,"Grace King in Metairie, Louisiana|"
Danny Granger,"Bradley, New Mexico",IND,2013,https://www.basketball-reference.com/players/g/grangda01.html,"Grace King in Metairie, Louisiana|"
Danny Granger,"Bradley, New Mexico",IND,2013,https://www.basketball-reference.com/players/g/grangda01.html,"Grace King in Metairie, Louisiana|"
Gerald Green,,IND,2013,https://www.basketball-reference.com/players/g/greenge01.html,"Gulf Shores Academy in Houston, Texas|"
Gerald Green,,IND,2013,https://www.basketball-reference.com/players/g/greenge01.html,"Gulf Shores Academy in Houston, Texas|"
Gerald Green,,IND,2013,https://www.basketball-reference.com/players/g/greenge01.html,"Gulf Shores Academy in Houston, Texas|"
Gerald Green,,IND,2013,https://www.basketball-reference.com/players/g/greenge01.html,"Gulf Shores Academy in Houston, Texas|"
Gerald Green,,IND,2013,https://www.basketball-reference.com/players/g/greenge01.html,"Gulf Shores Academy in Houston, Texas|"
Ben Hansbrough,"Mississippi State, Notre Dame",IND,2013,https://www.basketball-reference.com/players/h/hansbbe01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Ben Hansbrough,"Mississippi State, Notre Dame",IND,2013,https://www.basketball-reference.com/players/h/hansbbe01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Ben Hansbrough,"Mississippi State, Notre Dame",IND,2013,https://www.basketball-reference.com/players/h/hansbbe01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Ben Hansbrough,"Mississippi State, Notre Dame",IND,2013,https://www.basketball-reference.com/players/h/hansbbe01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Ben Hansbrough,"Mississippi State, Notre Dame",IND,2013,https://www.basketball-reference.com/players/h/hansbbe01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Tyler Hansbrough,UNC,IND,2013,https://www.basketball-reference.com/players/h/hansbty01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Tyler Hansbrough,UNC,IND,2013,https://www.basketball-reference.com/players/h/hansbty01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Tyler Hansbrough,UNC,IND,2013,https://www.basketball-reference.com/players/h/hansbty01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Tyler Hansbrough,UNC,IND,2013,https://www.basketball-reference.com/players/h/hansbty01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Tyler Hansbrough,UNC,IND,2013,https://www.basketball-reference.com/players/h/hansbty01.html,"Poplar Bluff in Poplar Bluff, Missouri|"
Roy Hibbert,Georgetown,IND,2013,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2013,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2013,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2013,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2013,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
George Hill,IUPUI,IND,2013,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2013,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2013,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2013,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2013,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2013,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2013,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2013,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2013,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2013,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Ian Mahinmi,,IND,2013,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2013,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2013,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2013,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2013,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Dominic McGuire,"California, Fresno State",IND,2013,https://www.basketball-reference.com/players/m/mcguido01.html,"Lincoln in San Diego, California|"
Dominic McGuire,"California, Fresno State",IND,2013,https://www.basketball-reference.com/players/m/mcguido01.html,"Lincoln in San Diego, California|"
Dominic McGuire,"California, Fresno State",IND,2013,https://www.basketball-reference.com/players/m/mcguido01.html,"Lincoln in San Diego, California|"
Miles Plumlee,Duke,IND,2013,https://www.basketball-reference.com/players/p/plumlmi01.html,"Christ School in Arden, North Carolina|"
Miles Plumlee,Duke,IND,2013,https://www.basketball-reference.com/players/p/plumlmi01.html,"Christ School in Arden, North Carolina|"
Miles Plumlee,Duke,IND,2013,https://www.basketball-reference.com/players/p/plumlmi01.html,"Christ School in Arden, North Carolina|"
Lance Stephenson,Cincinnati,IND,2013,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2013,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2013,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2013,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2013,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
David West,Xavier,IND,2013,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2013,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2013,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2013,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2013,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
Sam Young,Pitt,IND,2013,https://www.basketball-reference.com/players/y/youngsa01.html,"Friendly in Fort Washington, Maryland|Hargrave Military Academy in Chatham, Virginia|"
Sam Young,Pitt,IND,2013,https://www.basketball-reference.com/players/y/youngsa01.html,"Friendly in Fort Washington, Maryland|Hargrave Military Academy in Chatham, Virginia|"
Sam Young,Pitt,IND,2013,https://www.basketball-reference.com/players/y/youngsa01.html,"Friendly in Fort Washington, Maryland|Hargrave Military Academy in Chatham, Virginia|"
Sam Young,Pitt,IND,2013,https://www.basketball-reference.com/players/y/youngsa01.html,"Friendly in Fort Washington, Maryland|Hargrave Military Academy in Chatham, Virginia|"
Sam Young,Pitt,IND,2013,https://www.basketball-reference.com/players/y/youngsa01.html,"Friendly in Fort Washington, Maryland|Hargrave Military Academy in Chatham, Virginia|"
Lavoy Allen,Temple,IND,2014,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2014,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2014,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2014,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2014,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Rasual Butler,La Salle,IND,2014,https://www.basketball-reference.com/players/b/butlera01.html,"Roman Catholic in Philadelphia, Pennsylvania|"
Rasual Butler,La Salle,IND,2014,https://www.basketball-reference.com/players/b/butlera01.html,"Roman Catholic in Philadelphia, Pennsylvania|"
Rasual Butler,La Salle,IND,2014,https://www.basketball-reference.com/players/b/butlera01.html,"Roman Catholic in Philadelphia, Pennsylvania|"
Rasual Butler,La Salle,IND,2014,https://www.basketball-reference.com/players/b/butlera01.html,"Roman Catholic in Philadelphia, Pennsylvania|"
Rasual Butler,La Salle,IND,2014,https://www.basketball-reference.com/players/b/butlera01.html,"Roman Catholic in Philadelphia, Pennsylvania|"
Andrew Bynum,,IND,2014,https://www.basketball-reference.com/players/b/bynuman01.html,"St. Joseph in Metuchen, New Jersey|"
Andrew Bynum,,IND,2014,https://www.basketball-reference.com/players/b/bynuman01.html,"St. Joseph in Metuchen, New Jersey|"
Andrew Bynum,,IND,2014,https://www.basketball-reference.com/players/b/bynuman01.html,"St. Joseph in Metuchen, New Jersey|"
Chris Copeland,Colorado,IND,2014,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Chris Copeland,Colorado,IND,2014,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Chris Copeland,Colorado,IND,2014,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Chris Copeland,Colorado,IND,2014,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Chris Copeland,Colorado,IND,2014,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Paul George,Fresno State,IND,2014,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2014,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2014,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2014,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2014,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Danny Granger,"Bradley, New Mexico",IND,2014,https://www.basketball-reference.com/players/g/grangda01.html,"Grace King in Metairie, Louisiana|"
Danny Granger,"Bradley, New Mexico",IND,2014,https://www.basketball-reference.com/players/g/grangda01.html,"Grace King in Metairie, Louisiana|"
Danny Granger,"Bradley, New Mexico",IND,2014,https://www.basketball-reference.com/players/g/grangda01.html,"Grace King in Metairie, Louisiana|"
Roy Hibbert,Georgetown,IND,2014,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2014,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2014,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2014,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2014,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
George Hill,IUPUI,IND,2014,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2014,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2014,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2014,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2014,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
Solomon Hill,Arizona,IND,2014,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Solomon Hill,Arizona,IND,2014,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Solomon Hill,Arizona,IND,2014,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Solomon Hill,Arizona,IND,2014,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Solomon Hill,Arizona,IND,2014,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2014,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2014,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Orlando Johnson,"Loyola Marymount, UC Santa Barbara",IND,2014,https://www.basketball-reference.com/players/j/johnsor01.html,"Palma in Salinas, California|"
Ian Mahinmi,,IND,2014,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2014,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2014,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2014,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2014,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Luis Scola,,IND,2014,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Luis Scola,,IND,2014,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Luis Scola,,IND,2014,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Luis Scola,,IND,2014,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Luis Scola,,IND,2014,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Donald Sloan,Texas A&M,IND,2014,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,IND,2014,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,IND,2014,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,IND,2014,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,IND,2014,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Lance Stephenson,Cincinnati,IND,2014,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2014,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2014,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2014,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Lance Stephenson,Cincinnati,IND,2014,https://www.basketball-reference.com/players/s/stephla01.html,"Abraham Lincoln in Brooklyn, New York|"
Evan Turner,Ohio State,IND,2014,https://www.basketball-reference.com/players/t/turneev01.html,"St. Joseph in Westchester, Illinois|"
Evan Turner,Ohio State,IND,2014,https://www.basketball-reference.com/players/t/turneev01.html,"St. Joseph in Westchester, Illinois|"
Evan Turner,Ohio State,IND,2014,https://www.basketball-reference.com/players/t/turneev01.html,"St. Joseph in Westchester, Illinois|"
Evan Turner,Ohio State,IND,2014,https://www.basketball-reference.com/players/t/turneev01.html,"St. Joseph in Westchester, Illinois|"
Evan Turner,Ohio State,IND,2014,https://www.basketball-reference.com/players/t/turneev01.html,"St. Joseph in Westchester, Illinois|"
C.J. Watson,Tennessee,IND,2014,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
C.J. Watson,Tennessee,IND,2014,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
C.J. Watson,Tennessee,IND,2014,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
C.J. Watson,Tennessee,IND,2014,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
C.J. Watson,Tennessee,IND,2014,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
David West,Xavier,IND,2014,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2014,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2014,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2014,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2014,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
Lavoy Allen,Temple,IND,2015,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2015,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2015,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Chris Copeland,Colorado,IND,2015,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Chris Copeland,Colorado,IND,2015,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Chris Copeland,Colorado,IND,2015,https://www.basketball-reference.com/players/c/copelch01.html,"Hermitage in Henrico, Virginia|"
Paul George,Fresno State,IND,2015,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2015,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Paul George,Fresno State,IND,2015,https://www.basketball-reference.com/players/g/georgpa01.html,"Knight in Palmdale, California|"
Roy Hibbert,Georgetown,IND,2015,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2015,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
Roy Hibbert,Georgetown,IND,2015,https://www.basketball-reference.com/players/h/hibbero01.html,"Georgetown Preparatory School in North Bethesda, Maryland|"
George Hill,IUPUI,IND,2015,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2015,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
George Hill,IUPUI,IND,2015,https://www.basketball-reference.com/players/h/hillge01.html,"Broad Ripple in Indianapolis, Indiana|"
Solomon Hill,Arizona,IND,2015,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Solomon Hill,Arizona,IND,2015,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Solomon Hill,Arizona,IND,2015,https://www.basketball-reference.com/players/h/hillso01.html,"Fairfax in Los Angeles, California|"
Ian Mahinmi,,IND,2015,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2015,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
Ian Mahinmi,,IND,2015,https://www.basketball-reference.com/players/m/mahinia01.html,NA||
C.J. Miles,,IND,2015,https://www.basketball-reference.com/players/m/milescj01.html,"Skyline in Dallas, Texas|"
C.J. Miles,,IND,2015,https://www.basketball-reference.com/players/m/milescj01.html,"Skyline in Dallas, Texas|"
C.J. Miles,,IND,2015,https://www.basketball-reference.com/players/m/milescj01.html,"Skyline in Dallas, Texas|"
A.J. Price,UConn,IND,2015,https://www.basketball-reference.com/players/p/priceaj01.html,"Amityville Memorial in Amityville, New York|"
A.J. Price,UConn,IND,2015,https://www.basketball-reference.com/players/p/priceaj01.html,"Amityville Memorial in Amityville, New York|"
A.J. Price,UConn,IND,2015,https://www.basketball-reference.com/players/p/priceaj01.html,"Amityville Memorial in Amityville, New York|"
Damjan Rudež,,IND,2015,https://www.basketball-reference.com/players/r/rudezda01.html,NA||
Damjan Rudež,,IND,2015,https://www.basketball-reference.com/players/r/rudezda01.html,NA||
Damjan Rudež,,IND,2015,https://www.basketball-reference.com/players/r/rudezda01.html,NA||
Luis Scola,,IND,2015,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Luis Scola,,IND,2015,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Luis Scola,,IND,2015,https://www.basketball-reference.com/players/s/scolalu01.html,NA||
Donald Sloan,Texas A&M,IND,2015,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,IND,2015,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,IND,2015,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Rodney Stuckey,Eastern Washington,IND,2015,https://www.basketball-reference.com/players/s/stuckro01.html,"Kentwood in Kent, Washington|"
Rodney Stuckey,Eastern Washington,IND,2015,https://www.basketball-reference.com/players/s/stuckro01.html,"Kentwood in Kent, Washington|"
Rodney Stuckey,Eastern Washington,IND,2015,https://www.basketball-reference.com/players/s/stuckro01.html,"Kentwood in Kent, Washington|"
C.J. Watson,Tennessee,IND,2015,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
C.J. Watson,Tennessee,IND,2015,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
C.J. Watson,Tennessee,IND,2015,https://www.basketball-reference.com/players/w/watsocj01.html,"Bishop Gorman in Las Vegas, Nevada|"
David West,Xavier,IND,2015,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2015,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
David West,Xavier,IND,2015,https://www.basketball-reference.com/players/w/westda01.html,"Garner in Garner, North Carolina|"
Shayne Whittington,Western Michigan,IND,2015,https://www.basketball-reference.com/players/w/whittsh01.html,"Lawrence in Lawrence, Michigan|"
Shayne Whittington,Western Michigan,IND,2015,https://www.basketball-reference.com/players/w/whittsh01.html,"Lawrence in Lawrence, Michigan|"
Shayne Whittington,Western Michigan,IND,2015,https://www.basketball-reference.com/players/w/whittsh01.html,"Lawrence in Lawrence, Michigan|"
Lavoy Allen,Temple,IND,2016,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2016,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2016,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2016,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Lavoy Allen,Temple,IND,2016,https://www.basketball-reference.com/players/a/allenla01.html,"Pennsbury in Fairless Hills, Pennsylvania|"
Chase Budinger,Arizona,IND,2016,https://www.basketball-reference.com/players/b/budinch01.html,"La Costa Canyon in Carlsbad, California|"
Chase Budinger,Arizona,IND,2016,https://www.basketball-reference.com/players/b/budinch01.html,"La Costa Canyon in Carlsbad, California|"
Chase Budinger,Arizona,IND,2016,https://www.basketball-reference.com/players/b/budinch01.html,"La Costa Canyon in Carlsbad, California|"
Rakeem Christmas,Syracuse,IND,2016,https://www.basketball-reference.com/players/c/chrisra01.html,"North Catholic in Philadelphia, Pennsylvania|Academy of the New Church in Bryn Athyn, Pennsylvania|"
Rakeem Christmas,Syracuse,IND,2016,https://www.basketball-reference.com/players/c/chrisra01.html,"North Catholic in Philadelphia, Pennsylvania|Academy of the New Church in Bryn Athyn, Pennsylvania|"
Rakeem Christmas,Syracuse,IND,2016,https://www.basketball-reference.com/players/c/chrisra01.html,"North Catholic in Philadelphia, Pennsylvania|Academy of the New Church in Bryn Athyn, Pennsylvania|"
Monta Ellis,,IND,2016,https://www.basketball-reference.com/players/e/ellismo01.html,"Lanier in Jackson, Mississippi|"
Monta Ellis,,IND,2016,https://www.basketball-reference.com/players/e/ellismo01.html,"Lanier in Jackson, Mississippi|"
Monta Ellis,,IND,2016,https://www.basketball-reference.com/players/e/ellismo01.html,"Lanier in Jackson, Mississippi|"
Monta Ellis,,IND,2016,https://www.basketball-reference.com/players/e/ellismo01.html,"Lanier in Jackson, Mississippi|"
