Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Player_URL,Img_URL,HS
2013,48,LAL,Ryan Kelly,Duke,4,163,3125,981,504,215,.378,.316,.797,19.2,6.0,3.1,1.3,3.0,.046,-2.6,-0.5,https://www.basketball-reference.com/players/k/kellyry01.html,https://www.basketball-reference.com/req/202103225/images/players/kellyry01.jpg,"Ravenscroft in Raleigh, North Carolina|"
2013,49,CHI,Erik Murphy,Florida,1,24,62,6,8,2,.231,.000,,2.6,0.3,0.3,0.1,-0.1,-.055,-8.6,-0.1,https://www.basketball-reference.com/players/m/murpher01.html,https://www.basketball-reference.com/req/202103225/images/players/murpher01.jpg,"St. Mark's in Southborough, Massachusetts|"
2013,50,ATL,James Ennis,Cal State Long Beach,7,388,7966,2600,1294,370,.457,.360,.797,20.5,6.7,3.3,1.0,16.1,.097,-1.5,0.9,https://www.basketball-reference.com/players/e/ennisja01.html,https://www.basketball-reference.com/req/202103225/images/players/ennisja01.jpg,"Ventura in Ventura, California|"
2013,51,ORL,Romero Osby,Oklahoma,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/o/osbyro01.html,https://www.basketball-reference.com/req/202103225/images/players/osbyro01.jpg,"Northeast Lauderdale in Meridian, Mississippi|"
2013,52,MIN,Lorenzo Brown,NC State,5,103,1185,293,151,183,.364,.170,.707,11.5,2.8,1.5,1.8,-0.2,-.007,-3.5,-0.5,https://www.basketball-reference.com/players/b/brownlo01.html,https://www.basketball-reference.com/req/202103225/images/players/brownlo01.jpg,"Centennial in Roswell, Georgia|Hargrave Military Academy in Chatham, Virginia|"
2013,53,IND,Colton Iverson,Colorado State,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/i/iversco01.html,https://www.basketball-reference.com/req/202103225/images/players/iversco01.jpg,"Yankton in Yankton, South Dakota|"
2013,54,WAS,Arsalan Kazemi,Oregon,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kazemar01.html,https://www.basketball-reference.com/req/202103225/images/players/kazemar01.jpg,"The Patterson School in Lenoir, North Carolina|"
2013,56,DET,Peyton Siva,Louisville,1,24,224,54,14,34,.316,.280,.733,9.3,2.3,0.6,1.4,-0.2,-.032,-6.4,-0.2,https://www.basketball-reference.com/players/s/sivape01.html,https://www.basketball-reference.com/req/202103225/images/players/sivape01.jpg,"Franklin in Seattle, Washington|"
2013,57,PHO,Alex Oriakhi,Missouri,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/o/oriakal01.html,https://www.basketball-reference.com/req/202103225/images/players/oriakal01.jpg,"Tilton School in Tilton, New Hampshire|"
2013,58,SAS,Deshaun Thomas,Ohio State,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/t/thomade01.html,https://www.basketball-reference.com/req/202103225/images/players/thomade01.jpg,"Bishop Luers in Fort Wayne, Indiana|"
2014,1,CLE,Andrew Wiggins,Kansas,7,522,18494,10190,2302,1228,.445,.341,.731,35.4,19.5,4.4,2.4,18.7,.048,-1.8,0.9,https://www.basketball-reference.com/players/w/wiggian01.html,https://www.basketball-reference.com/req/202103225/images/players/wiggian01.jpg,"Huntington Prep in Huntington, West Virginia|"
2014,2,MIL,Jabari Parker,Duke,7,296,8379,4300,1665,600,.494,.321,.740,28.3,14.5,5.6,2.0,13.3,.076,-0.9,2.4,https://www.basketball-reference.com/players/p/parkeja01.html,https://www.basketball-reference.com/req/202103225/images/players/parkeja01.jpg,"Simeon Career Academy in Chicago, Illinois|"
2014,3,PHI,Joel Embiid,Kansas,5,258,7895,6437,2923,793,.487,.329,.808,30.6,24.9,11.3,3.1,31.8,.193,5.0,13.9,https://www.basketball-reference.com/players/e/embiijo01.html,https://www.basketball-reference.com/req/202103225/images/players/embiijo01.jpg,"Montverde Academy in Montverde, Florida|The Rock School in Gainesville, Florida|"
2014,4,ORL,Aaron Gordon,Arizona,7,450,12830,5727,2860,1118,.449,.321,.695,28.5,12.7,6.4,2.5,23.4,.087,0.0,6.3,https://www.basketball-reference.com/players/g/gordoaa01.html,https://www.basketball-reference.com/req/202103225/images/players/gordoaa01.jpg,"Archbishop Mitty in San Jose, California|"
2014,6,BOS,Marcus Smart,Oklahoma State,7,447,13122,4551,1593,1892,.376,.320,.778,29.4,10.2,3.6,4.2,24.1,.088,-0.3,5.7,https://www.basketball-reference.com/players/s/smartma01.html,https://www.basketball-reference.com/req/202103225/images/players/smartma01.jpg,"Edward S. Marcus in Flower Mound, Texas|"
2014,7,LAL,Julius Randle,Kentucky,7,441,13391,7621,4050,1433,.487,.342,.739,30.4,17.3,9.2,3.2,27.9,.100,0.3,7.8,https://www.basketball-reference.com/players/r/randlju01.html,https://www.basketball-reference.com/req/202103225/images/players/randlju01.jpg,"Prestonwood Christian in Plano, Texas|"
2014,8,SAC,Nik Stauskas,Michigan,5,335,6662,2272,688,513,.389,.353,.814,19.9,6.8,2.1,1.5,3.8,.028,-3.0,-1.7,https://www.basketball-reference.com/players/s/stausni01.html,https://www.basketball-reference.com/req/202103225/images/players/stausni01.jpg,"St. Mark's School in Southborough, Massachusetts|"
2014,9,CHH,Noah Vonleh,Indiana,7,339,5683,1660,1742,257,.459,.308,.691,16.8,4.9,5.1,0.8,9.2,.078,-2.4,-0.6,https://www.basketball-reference.com/players/v/vonleno01.html,https://www.basketball-reference.com/req/202103225/images/players/vonleno01.jpg,"New Hampton School in New Hampton, New Hampshire|"
2014,10,PHI,Elfrid Payton,Louisiana,7,445,12766,4880,1909,2760,.451,.290,.630,28.7,11.0,4.3,6.2,16.1,.061,-0.8,4.0,https://www.basketball-reference.com/players/p/paytoel01.html,https://www.basketball-reference.com/req/202103225/images/players/paytoel01.jpg,"John Ehret in Jefferson Parish, Louisiana|"
2014,11,DEN,Doug McDermott,Creighton,7,471,9658,4179,1111,425,.477,.407,.823,20.5,8.9,2.4,0.9,17.3,.086,-1.8,0.5,https://www.basketball-reference.com/players/m/mcderdo01.html,https://www.basketball-reference.com/req/202103225/images/players/mcderdo01.jpg,"Ames in Ames, Iowa|"
2014,13,MIN,Zach LaVine,UCLA,7,408,12784,7736,1557,1548,.457,.383,.824,31.3,19.0,3.8,3.8,17.3,.065,0.0,6.5,https://www.basketball-reference.com/players/l/lavinza01.html,https://www.basketball-reference.com/req/202103225/images/players/lavinza01.jpg,"Bothell in Bothell, Washington|"
2014,14,PHO,T.J. Warren,NC State,7,332,9553,5142,1372,397,.507,.357,.780,28.8,15.5,4.1,1.2,19.6,.099,-0.2,4.2,https://www.basketball-reference.com/players/w/warretj01.html,https://www.basketball-reference.com/req/202103225/images/players/warretj01.jpg,"Brewster Academy in Wolfeboro, New Hampshire|"
2014,15,ATL,Adreian Payne,Michigan State,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,-0.6,-.019,-5.9,-1.4,https://www.basketball-reference.com/players/p/paynead01.html,https://www.basketball-reference.com/req/202103225/images/players/paynead01.jpg,"Jefferson Township in Dayton, Ohio|"
2014,17,BOS,James Young,Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,0.8,.046,-3.4,-0.3,https://www.basketball-reference.com/players/y/youngja01.html,https://www.basketball-reference.com/req/202103225/images/players/youngja01.jpg,"Rochester in Rochester Hills, Michigan|"
2014,18,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,1.3,.026,-3.4,-0.8,https://www.basketball-reference.com/players/e/ennisty01.html,https://www.basketball-reference.com/req/202103225/images/players/ennisty01.jpg,"Saint Benedict's Preparatory School in Newark, New Jersey|"
2014,19,CHI,Gary Harris,Michigan State,7,402,11641,4805,1038,849,.450,.359,.804,29.0,12.0,2.6,2.1,18.7,.077,-1.2,2.3,https://www.basketball-reference.com/players/h/harriga01.html,https://www.basketball-reference.com/req/202103225/images/players/harriga01.jpg,"Hamilton Southeastern in Fishers, Indiana|"
2014,21,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-2.6,-0.1,https://www.basketball-reference.com/players/m/mcgarmi01.html,https://www.basketball-reference.com/req/202103225/images/players/mcgarmi01.jpg,"Brewster Academy in Wolfeboro, New Hampshire|"
2014,22,MEM,Jordan Adams,UCLA,2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,1.7,0.2,https://www.basketball-reference.com/players/a/adamsjo01.html,https://www.basketball-reference.com/req/202103225/images/players/adamsjo01.jpg,"Central Gwinnett in Lawrenceville, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
2014,23,UTA,Rodney Hood,Duke,7,396,10268,4493,1083,698,.422,.367,.839,25.9,11.3,2.7,1.8,16.7,.078,-1.1,2.2,https://www.basketball-reference.com/players/h/hoodro01.html,https://www.basketball-reference.com/req/202103225/images/players/hoodro01.jpg,"Meridian in Meridian, Mississippi|"
2014,24,CHH,Shabazz Napier,UConn,6,345,5986,2433,657,849,.397,.345,.815,17.4,7.1,1.9,2.5,8.1,.065,-0.7,2.0,https://www.basketball-reference.com/players/n/napiesh01.html,https://www.basketball-reference.com/req/202103225/images/players/napiesh01.jpg,"Lawrence Academy in Groton, Massachusetts|"
2014,26,MIA,P.J. Hairston,UNC,2,111,2000,664,266,59,.343,.295,.810,18.0,6.0,2.4,0.5,0.9,.021,-3.9,-1.0,https://www.basketball-reference.com/players/h/hairspj02.html,https://www.basketball-reference.com/req/202103225/images/players/hairspj02.jpg,"Dudley in Greensboro, North Carolina|Hargrave Military Academy in Chatham, Virginia|"
2014,28,LAC,C.J. Wilcox,Washington,3,66,376,132,31,30,.370,.333,.813,5.7,2.0,0.5,0.5,0.1,.007,-4.3,-0.2,https://www.basketball-reference.com/players/w/wilcocj01.html,https://www.basketball-reference.com/req/202103225/images/players/wilcocj01.jpg,"Pleasant Grove in Pleasant Grove, Utah|"
2014,29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,.346,.312,.240,14.1,2.5,2.4,0.3,0.7,.030,-3.5,-0.4,https://www.basketball-reference.com/players/h/huestjo01.html,https://www.basketball-reference.com/req/202103225/images/players/huestjo01.jpg,"C.M. Russell in Great Falls, Montana|"
2014,30,SAS,Kyle Anderson,UCLA,7,432,8986,2792,1834,965,.481,.332,.721,20.8,6.5,4.2,2.2,23.0,.123,1.7,8.5,https://www.basketball-reference.com/players/a/anderky01.html,https://www.basketball-reference.com/req/202103225/images/players/anderky01.jpg,"St. Anthony's in Jersey City, New Jersey|"
2014,32,PHI,K.J. McDaniels,Clemson,3,148,2092,782,324,95,.412,.290,.776,14.1,5.3,2.2,0.6,1.3,.030,-2.8,-0.4,https://www.basketball-reference.com/players/m/mcdankj01.html,https://www.basketball-reference.com/req/202103225/images/players/mcdankj01.jpg,"Central Park Christian School in Birmingham, Alabama|"
2014,33,CLE,Joe Harris,Virginia,7,399,10145,4409,1283,663,.484,.438,.779,25.4,11.1,3.2,1.7,19.9,.094,-0.5,3.8,https://www.basketball-reference.com/players/h/harrijo01.html,https://www.basketball-reference.com/req/202103225/images/players/harrijo01.jpg,"Chelan in Chelan, Washington|"
2014,34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.9,-0.8,https://www.basketball-reference.com/players/e/earlycl01.html,https://www.basketball-reference.com/req/202103225/images/players/earlycl01.jpg,"Pine Bush in Pine Bush, New York|Mount Zion Christian Academy in Durham, North Carolina|"
2014,35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,.581,,.531,5.4,2.4,1.4,0.3,0.6,.202,0.1,0.1,https://www.basketball-reference.com/players/s/stokeja01.html,https://www.basketball-reference.com/req/202103225/images/players/stokeja01.jpg,"Southwind HS in Memphis, Tennessee|"
2014,36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,.006,-6.2,-1.8,https://www.basketball-reference.com/players/o/obryajo01.html,https://www.basketball-reference.com/req/202103225/images/players/obryajo01.jpg,"East Side in Cleveland, Mississippi|"
2014,37,TOR,DeAndre Daniels,UConn,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/d/daniede01.html,https://www.basketball-reference.com/req/202103225/images/players/daniede01.jpg,"IMG Academy in Bradenton, Florida|"
2014,38,DET,Spencer Dinwiddie,Colorado,7,320,8226,4123,888,1587,.410,.318,.794,25.7,12.9,2.8,5.0,18.4,.107,0.3,4.8,https://www.basketball-reference.com/players/d/dinwisp01.html,https://www.basketball-reference.com/req/202103225/images/players/dinwisp01.jpg,"William Howard Taft in Woodland Hills, California|"
2014,39,PHI,Jerami Grant,Syracuse,7,508,12954,5425,1998,636,.457,.347,.705,25.5,10.7,3.9,1.3,25.8,.096,-0.6,4.4,https://www.basketball-reference.com/players/g/grantje01.html,https://www.basketball-reference.com/req/202103225/images/players/grantje01.jpg,"DeMatha in Hyattsville, Maryland|"
2014,40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,.457,.373,.779,17.4,5.9,2.6,0.8,7.8,.071,-1.7,0.3,https://www.basketball-reference.com/players/r/robingl02.html,https://www.basketball-reference.com/req/202103225/images/players/robingl02.jpg,"Lake Central in St. John, Indiana|"
2014,42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-6.5,-0.3,https://www.basketball-reference.com/players/j/johnsni01.html,https://www.basketball-reference.com/req/202103225/images/players/johnsni01.jpg,"Findlay Prep in Henderson, Nevada|"
2014,44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.9,-0.4,https://www.basketball-reference.com/players/b/brownma02.html,https://www.basketball-reference.com/req/202103225/images/players/brownma02.jpg,"Peabody Magnet in Alexandria, Louisiana|"
2014,45,CHH,Dwight Powell,Stanford,7,424,7799,3170,1916,412,.567,.290,.744,18.4,7.5,4.5,1.0,29.3,.180,1.3,6.6,https://www.basketball-reference.com/players/p/poweldw01.html,https://www.basketball-reference.com/req/202103225/images/players/poweldw01.jpg,"IMG Academy in Bradenton, Florida|"
2014,46,WAS,Jordan Clarkson,Missouri,7,517,13927,7829,1681,1323,.442,.342,.827,26.9,15.1,3.3,2.6,17.5,.060,-0.6,4.9,https://www.basketball-reference.com/players/c/clarkjo01.html,https://www.basketball-reference.com/req/202103225/images/players/clarkjo01.jpg,"Wagner in San Antonio, Texas|"
2014,47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-5.1,-0.1,https://www.basketball-reference.com/players/s/smithru01.html,https://www.basketball-reference.com/req/202103225/images/players/smithru01.jpg,"South Kent School in South Kent, Connecticut|"
2014,48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.7,-0.4,https://www.basketball-reference.com/players/p/pattela01.html,https://www.basketball-reference.com/req/202103225/images/players/pattela01.jpg,"Saint Benedict's Preparatory School in Newark, New Jersey|"
2014,49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-8.1,-0.3,https://www.basketball-reference.com/players/b/bairsca01.html,https://www.basketball-reference.com/req/202103225/images/players/bairsca01.jpg,"Australian Institute of Sport in Canberra, Australia|"
2014,50,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/brownal01.html,https://www.basketball-reference.com/req/202103225/images/players/brownal01.jpg,"Winona in Winona, Minnesota|"
2014,55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-5.1,-0.8,https://www.basketball-reference.com/players/c/chrisse01.html,https://www.basketball-reference.com/req/202103225/images/players/chrisse01.jpg,"Brewster Academy in Wolfeboro, New Hampshire|"
2014,56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.5,-0.4,https://www.basketball-reference.com/players/m/marblde01.html,https://www.basketball-reference.com/req/202103225/images/players/marblde01.jpg,"Lathrup in Southfield, Michigan|"
2014,58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,.417,.355,.772,13.8,6.9,1.8,1.4,1.7,.048,-2.1,0.0,https://www.basketball-reference.com/players/m/mcraejo01.html,https://www.basketball-reference.com/req/202103225/images/players/mcraejo01.jpg,"Liberty County in Hinesville, Georgia|"
2014,59,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/t/thamexa01.html,https://www.basketball-reference.com/req/202103225/images/players/thamexa01.jpg,"Pleasant Grove in Elk Grove, California|"
2014,60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-3.3,-0.2,https://www.basketball-reference.com/players/j/jeffeco01.html,https://www.basketball-reference.com/req/202103225/images/players/jeffeco01.jpg,"Killeen in Killeen, Texas|"
2015,1,MIN,Karl-Anthony Towns,Kentucky,6,403,13836,9230,4687,1197,.528,.396,.835,34.3,22.9,11.6,3.0,55.1,.191,4.8,23.6,https://www.basketball-reference.com/players/t/townska01.html,https://www.basketball-reference.com/req/202103225/images/players/townska01.jpg,"St. Joseph in Metuchen, New Jersey|"
2015,2,LAL,D'Angelo Russell,Ohio State,6,354,10244,6235,1269,1875,.422,.360,.773,28.9,17.6,3.6,5.3,9.6,.045,0.4,6.3,https://www.basketball-reference.com/players/r/russeda01.html,https://www.basketball-reference.com/req/202103225/images/players/russeda01.jpg,"Montverde Academy in Montverde, Florida|"
2015,3,PHI,Jahlil Okafor,Duke,6,243,4750,2538,1154,225,.542,.240,.675,19.5,10.4,4.7,0.9,7.2,.072,-1.9,0.1,https://www.basketball-reference.com/players/o/okafoja01.html,https://www.basketball-reference.com/req/202103225/images/players/okafoja01.jpg,"Whitney Young in Chicago, Illinois|"
2015,6,SAC,Willie Cauley-Stein,Kentucky,6,397,9024,3616,2409,586,.544,.167,.612,22.7,9.1,6.1,1.5,22.9,.122,-0.1,4.4,https://www.basketball-reference.com/players/c/caulewi01.html,https://www.basketball-reference.com/req/202103225/images/players/caulewi01.jpg,"Olathe Northwest in Olathe, Kansas|"
2015,8,DET,Stanley Johnson,Arizona,6,367,7173,2229,1127,516,.374,.296,.757,19.5,6.1,3.1,1.4,4.1,.027,-2.9,-1.6,https://www.basketball-reference.com/players/j/johnsst04.html,https://www.basketball-reference.com/req/202103225/images/players/johnsst04.jpg,"Mater Dei in Santa Ana, California|"
2015,9,CHO,Frank Kaminsky,Wisconsin,6,363,7644,3413,1455,589,.427,.349,.739,21.1,9.4,4.0,1.6,14.3,.090,-0.4,3.1,https://www.basketball-reference.com/players/k/kaminfr01.html,https://www.basketball-reference.com/req/202103225/images/players/kaminfr01.jpg,"Benet Academy in Lisle, Illinois|"
2015,10,MIA,Justise Winslow,Duke,6,265,7312,2334,1398,701,.410,.321,.642,27.6,8.8,5.3,2.6,6.9,.045,-2.1,-0.3,https://www.basketball-reference.com/players/w/winslju01.html,https://www.basketball-reference.com/req/202103225/images/players/winslju01.jpg,"St. John's in Houston, Texas|"
2015,11,IND,Myles Turner,Texas,6,389,11144,4945,2582,469,.487,.352,.770,28.6,12.7,6.6,1.2,29.7,.128,0.5,7.1,https://www.basketball-reference.com/players/t/turnemy01.html,https://www.basketball-reference.com/req/202103225/images/players/turnemy01.jpg,"Trinity in Euless, Texas|"
2015,12,UTA,Trey Lyles,Kentucky,6,374,6680,2717,1574,389,.435,.341,.705,17.9,7.3,4.2,1.0,11.0,.079,-1.2,1.3,https://www.basketball-reference.com/players/l/lylestr01.html,https://www.basketball-reference.com/req/202103225/images/players/lylestr01.jpg,"Arsenal Tech in Indianapolis, Indiana|"
2015,13,PHO,Devin Booker,Kentucky,6,405,13592,9295,1503,1888,.455,.352,.870,33.6,23.0,3.7,4.7,22.1,.078,-0.1,6.5,https://www.basketball-reference.com/players/b/bookede01.html,https://www.basketball-reference.com/req/202103225/images/players/bookede01.jpg,"Moss Point in Moss Point, Mississippi|"
2015,14,OKC,Cameron Payne,Murray State,6,216,3602,1423,433,600,.419,.363,.815,16.7,6.6,2.0,2.8,5.5,.073,-1.1,0.9,https://www.basketball-reference.com/players/p/payneca01.html,https://www.basketball-reference.com/req/202103225/images/players/payneca01.jpg,"Lausanne Collegiate School in Memphis, Tennessee|"
2015,15,ATL,Kelly Oubre Jr.,Kansas,6,403,10062,4632,1772,400,.433,.326,.764,25.0,11.5,4.4,1.0,14.3,.068,-1.9,0.2,https://www.basketball-reference.com/players/o/oubreke01.html,https://www.basketball-reference.com/req/202103225/images/players/oubreke01.jpg,"Findlay Prep in Henderson, Nevada|"
2015,16,BOS,Terry Rozier,Louisville,6,399,9779,4522,1522,1156,.409,.376,.813,24.5,11.3,3.8,2.9,17.8,.087,0.3,5.6,https://www.basketball-reference.com/players/r/roziete01.html,https://www.basketball-reference.com/req/202103225/images/players/roziete01.jpg,"Shaker Heights in Shaker Heights, Ohio|Hargrave Military Academy in Chatham, Virginia|"
2015,17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,.337,.313,.692,12.0,3.0,1.1,0.5,-0.6,-.017,-4.7,-1.2,https://www.basketball-reference.com/players/v/vaughra01.html,https://www.basketball-reference.com/req/202103225/images/players/vaughra01.jpg,"Findlay Prep in Henderson, Nevada|"
2015,18,HOU,Sam Dekker,Wisconsin,4,200,3096,1094,607,160,.478,.288,.606,15.5,5.5,3.0,0.8,5.4,.083,-1.4,0.5,https://www.basketball-reference.com/players/d/dekkesa01.html,https://www.basketball-reference.com/req/202103225/images/players/dekkesa01.jpg,"Sheboygan Lutheran in Sheboygan, Wisconsin|"
2015,19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,530,805,.411,.323,.770,17.9,6.1,1.9,2.9,8.3,.080,-1.6,0.5,https://www.basketball-reference.com/players/g/grantje02.html,https://www.basketball-reference.com/req/202103225/images/players/grantje02.jpg,"DeMatha in Hyattsville, Maryland|"
2015,20,TOR,Delon Wright,Utah,6,329,6967,2550,1075,1032,.452,.349,.792,21.2,7.8,3.3,3.1,18.9,.130,2.1,7.2,https://www.basketball-reference.com/players/w/wrighde01.html,https://www.basketball-reference.com/req/202103225/images/players/wrighde01.jpg,"Leuzinger in Lawndale, California|"
2015,21,DAL,Justin Anderson,Virginia,5,226,2964,1182,575,151,.413,.296,.774,13.1,5.2,2.5,0.7,4.6,.074,-1.4,0.5,https://www.basketball-reference.com/players/a/anderju01.html,https://www.basketball-reference.com/req/202103225/images/players/anderju01.jpg,"Montrose Christian in Rockville, Maryland|"
2015,22,CHI,Bobby Portis,Arkansas,6,377,7736,3920,2311,448,.467,.379,.751,20.5,10.4,6.1,1.2,15.3,.095,-0.9,2.2,https://www.basketball-reference.com/players/p/portibo01.html,https://www.basketball-reference.com/req/202103225/images/players/portibo01.jpg,"Hall in Little Rock, Arkansas|"
2015,23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,.449,.212,.735,22.2,9.0,5.5,1.9,12.9,.091,-0.7,2.3,https://www.basketball-reference.com/players/h/holliro01.html,https://www.basketball-reference.com/req/202103225/images/players/holliro01.jpg,"Chester in Chester, Pennsylvania|"
2015,24,CLE,Tyus Jones,Duke,6,377,6758,2150,613,1354,.431,.338,.816,17.9,5.7,1.6,3.6,14.1,.100,0.1,3.5,https://www.basketball-reference.com/players/j/jonesty01.html,https://www.basketball-reference.com/req/202103225/images/players/jonesty01.jpg,"Apple Valley in Apple Valley, Minnesota|"
2015,25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,.434,.346,.766,15.9,5.4,3.5,0.6,3.2,.053,-4.3,-1.7,https://www.basketball-reference.com/players/m/martija01.html,https://www.basketball-reference.com/req/202103225/images/players/martija01.jpg,"Madison Prep in Baton Rouge, Louisiana|"
2015,27,LAL,Larry Nance Jr.,Wyoming,6,350,8487,2889,2329,666,.529,.333,.687,24.2,8.3,6.7,1.9,22.2,.125,1.2,6.8,https://www.basketball-reference.com/players/n/nancela02.html,https://www.basketball-reference.com/req/202103225/images/players/nancela02.jpg,"Revere in Richfield, Ohio|"
2015,28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,.051,-2.0,0.0,https://www.basketball-reference.com/players/h/hunterj01.html,https://www.basketball-reference.com/req/202103225/images/players/hunterj01.jpg,"Pike in Indianapolis, Indiana|"
2015,29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,.426,.306,.548,9.0,3.3,1.9,0.3,0.6,.054,-2.5,-0.1,https://www.basketball-reference.com/players/m/mcculch01.html,https://www.basketball-reference.com/req/202103225/images/players/mcculch01.jpg,"IMG Academy in Bradenton, Florida|"
2015,30,GSW,Kevon Looney,UCLA,6,281,4175,1209,1115,322,.567,.175,.608,14.9,4.3,4.0,1.1,13.4,.154,-0.8,1.3,https://www.basketball-reference.com/players/l/looneke01.html,https://www.basketball-reference.com/req/202103225/images/players/looneke01.jpg,"Hamilton in Milwaukee, Wisconsin|"
2015,32,HOU,Montrezl Harrell,Louisville,6,383,8159,4926,1983,496,.616,.083,.650,21.3,12.9,5.2,1.3,33.2,.195,2.7,9.6,https://www.basketball-reference.com/players/h/harremo01.html,https://www.basketball-reference.com/req/202103225/images/players/harremo01.jpg,"North Edgecombe in Leggett, North Carolina|Hargrave Military Academy in Chatham, Virginia|"
2015,33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,.449,.118,.605,7.5,2.4,2.0,0.3,0.5,.050,-4.8,-0.3,https://www.basketball-reference.com/players/m/mickejo01.html,https://www.basketball-reference.com/req/202103225/images/players/mickejo01.jpg,"Prime Prep Academy in Dallas, Texas|"
2015,34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,.328,.286,.850,18.6,3.9,2.5,0.7,-0.2,-.016,-5.1,-0.6,https://www.basketball-reference.com/players/b/brownan02.html,https://www.basketball-reference.com/req/202103225/images/players/brownan02.jpg,"Ocean View in Huntington Beach, California|"
2015,36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,.467,,.724,7.5,2.1,1.9,0.1,0.5,.105,-4.7,-0.2,https://www.basketball-reference.com/players/c/chrisra01.html,https://www.basketball-reference.com/req/202103225/images/players/chrisra01.jpg,"North Catholic in Philadelphia, Pennsylvania|Academy of the New Church in Bryn Athyn, Pennsylvania|"
2015,37,PHI,Richaun Holmes,Bowling Green,6,328,6786,3106,1837,352,.597,.252,.740,20.7,9.5,5.6,1.1,23.1,.163,0.5,4.3,https://www.basketball-reference.com/players/h/holmeri01.html,https://www.basketball-reference.com/req/202103225/images/players/holmeri01.jpg,"Lockport in Lockport, Illinois|"
2015,38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,.377,.304,.747,9.4,3.2,0.9,0.8,0.3,.016,-4.7,-0.6,https://www.basketball-reference.com/players/h/hillida01.html,https://www.basketball-reference.com/req/202103225/images/players/hillida01.jpg,"Liberty in Bethlehem, Pennsylvania|"
2015,40,MIA,Josh Richardson,Tennessee,6,368,11327,4551,1182,1048,.427,.358,.831,30.8,12.4,3.2,2.8,20.2,.086,-0.5,4.2,https://www.basketball-reference.com/players/r/richajo01.html,https://www.basketball-reference.com/req/202103225/images/players/richajo01.jpg,"Santa Fe in Edmond, Oklahoma|"
