Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Player_URL,Img_URL,HS
2011,52,DET,Vernon Macklin,Florida,1,23,135,46,34,5,.543,,.571,5.9,2.0,1.5,0.2,0.5,.161,1.2,0.1,https://www.basketball-reference.com/players/m/macklve01.html,https://www.basketball-reference.com/req/202103225/images/players/macklve01.jpg,"I.C. Norcom in Portsmouth, Virginia|Hargrave Military Academy in Chatham, Virginia|"
2011,53,ORL,DeAndre Liggins,Kentucky,5,177,1907,346,252,122,.402,.352,.549,10.8,2.0,1.4,0.7,1.6,.040,-2.2,-0.1,https://www.basketball-reference.com/players/l/liggide01.html,https://www.basketball-reference.com/req/202103225/images/players/liggide01.jpg,"Findlay College Prep in Las Vegas, Nevada|"
2011,55,BOS,E'Twaun Moore,Purdue,10,596,12531,4714,1206,1050,.454,.387,.740,21.0,7.9,2.0,1.8,14.6,.056,-2.0,0.1,https://www.basketball-reference.com/players/m/mooreet01.html,https://www.basketball-reference.com/req/202103225/images/players/mooreet01.jpg,"East Chicago in East Chicago, Indiana|"
2011,60,SAC,Isaiah Thomas,Washington,10,528,15230,9531,1292,2604,.435,.363,.872,28.8,18.1,2.4,4.9,45.2,.142,2.2,16.3,https://www.basketball-reference.com/players/t/thomais02.html,https://www.basketball-reference.com/req/202103225/images/players/thomais02.jpg,"South Kent School in South Kent, Connecticut|"
2012,1,NOH,Anthony Davis,Kentucky,9,560,19250,13359,5736,1277,.515,.314,.798,34.4,23.9,10.2,2.3,86.3,.215,6.2,39.8,https://www.basketball-reference.com/players/d/davisan02.html,https://www.basketball-reference.com/req/202103225/images/players/davisan02.jpg,"Perspectives Charter School in Chicago, Illinois|"
2012,2,CHA,Michael Kidd-Gilchrist,Kentucky,8,446,10978,3750,2420,515,.474,.272,.715,24.6,8.4,5.4,1.2,21.0,.092,-1.8,0.6,https://www.basketball-reference.com/players/k/kiddgmi01.html,https://www.basketball-reference.com/req/202103225/images/players/kiddgmi01.jpg,"Saint Patrick in Elizabeth, New Jersey|"
2012,3,WAS,Bradley Beal,Florida,9,604,20945,13278,2446,2432,.457,.377,.820,34.7,22.0,4.0,4.0,47.5,.109,1.8,19.9,https://www.basketball-reference.com/players/b/bealbr01.html,https://www.basketball-reference.com/req/202103225/images/players/bealbr01.jpg,"Chaminade College Preparatory School in St. Louis, Missouri|"
2012,4,CLE,Dion Waiters,Syracuse,8,419,11835,5505,1108,1163,.412,.346,.694,28.2,13.1,2.6,2.8,8.8,.036,-2.1,-0.4,https://www.basketball-reference.com/players/w/waitedi01.html,https://www.basketball-reference.com/req/202103225/images/players/waitedi01.jpg,"John Bartram in Philadelphia, Pennsylvania - attended but did not play|South Philadelphia in Philadelphia, Pennsylvania - attended but did not play|South Kent School in Kent, Connecticut|Burlington Life Center Academy in Burlington, New Jersey|"
2012,5,SAC,Thomas Robinson,Kansas,5,313,4204,1528,1507,190,.470,.000,.505,13.4,4.9,4.8,0.6,4.6,.053,-3.5,-1.6,https://www.basketball-reference.com/players/r/robinth01.html,https://www.basketball-reference.com/req/202103225/images/players/robinth01.jpg,"Brewster Academy in Wolfeboro, New Hampshire|"
2012,6,POR,Damian Lillard,Weber State,9,678,24632,16688,2837,4487,.438,.375,.893,36.3,24.6,4.2,6.6,91.4,.178,4.8,42.2,https://www.basketball-reference.com/players/l/lillada01.html,https://www.basketball-reference.com/req/202103225/images/players/lillada01.jpg,"Oakland in Oakland, California|"
2012,7,GSW,Harrison Barnes,UNC,9,670,21176,9301,3385,1190,.452,.377,.800,31.6,13.9,5.1,1.8,38.7,.088,-1.0,5.5,https://www.basketball-reference.com/players/b/barneha02.html,https://www.basketball-reference.com/req/202103225/images/players/barneha02.jpg,"Ames in Ames, Iowa|"
2012,8,TOR,Terrence Ross,Washington,9,607,15178,6896,1746,725,.419,.367,.835,25.0,11.4,2.9,1.2,23.1,.073,-0.7,5.1,https://www.basketball-reference.com/players/r/rosste01.html,https://www.basketball-reference.com/req/202103225/images/players/rosste01.jpg,"Jefferson in Portland, Oregon|"
2012,9,DET,Andre Drummond,UConn,9,640,19705,9292,8773,865,.538,.135,.470,30.8,14.5,13.7,1.4,62.1,.151,1.3,16.6,https://www.basketball-reference.com/players/d/drumman01.html,https://www.basketball-reference.com/req/202103225/images/players/drumman01.jpg,"St. Thomas More School in Oakdale, Connecticut|"
2012,10,NOH,Austin Rivers,Duke,9,584,14256,5305,1236,1338,.418,.349,.646,24.4,9.1,2.1,2.3,12.6,.043,-3.0,-3.5,https://www.basketball-reference.com/players/r/riverau01.html,https://www.basketball-reference.com/req/202103225/images/players/riverau01.jpg,"Winter Park in Winter Park, Florida|"
2012,11,POR,Meyers Leonard,Illinois,9,447,7158,2502,1737,395,.482,.390,.809,16.0,5.6,3.9,0.9,15.5,.104,-1.4,1.0,https://www.basketball-reference.com/players/l/leoname01.html,https://www.basketball-reference.com/req/202103225/images/players/leoname01.jpg,"Robinson in Robinson, Illinois|"
2012,12,HOU,Jeremy Lamb,UConn,9,517,10961,5395,1919,823,.444,.344,.858,21.2,10.4,3.7,1.6,25.5,.112,0.8,7.6,https://www.basketball-reference.com/players/l/lambje01.html,https://www.basketball-reference.com/req/202103225/images/players/lambje01.jpg,"Norcross in Norcross, Georgia|"
2012,13,PHO,Kendall Marshall,UNC,4,160,3083,802,253,779,.399,.370,.611,19.3,5.0,1.6,4.9,1.0,.015,-3.5,-1.1,https://www.basketball-reference.com/players/m/marshke01.html,https://www.basketball-reference.com/req/202103225/images/players/marshke01.jpg,"Bishop O'Connell in Arlington, Virginia|"
2012,14,MIL,John Henson,UNC,8,445,8752,3383,2368,496,.540,.250,.568,19.7,7.6,5.3,1.1,20.7,.113,-0.4,3.4,https://www.basketball-reference.com/players/h/hensojo01.html,https://www.basketball-reference.com/req/202103225/images/players/hensojo01.jpg,"Sickles in Tampa, Florida|"
2012,15,PHI,Maurice Harkless,St. John's,9,570,13060,4006,2073,539,.476,.321,.619,22.9,7.0,3.6,0.9,22.4,.082,-0.7,4.4,https://www.basketball-reference.com/players/h/harklma01.html,https://www.basketball-reference.com/req/202103225/images/players/harklma01.jpg,"South Kent School in South Kent, Connecticut|"
2012,16,HOU,Royce White,Iowa State,1,3,9,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,-.121,-16.9,0.0,https://www.basketball-reference.com/players/w/whitero03.html,https://www.basketball-reference.com/req/202103225/images/players/whitero03.jpg,"Hopkins in Hopkins, Minnesota|"
2012,17,DAL,Tyler Zeller,UNC,8,414,7254,2873,1820,367,.508,.286,.764,17.5,6.9,4.4,0.9,17.1,.113,-2.0,0.0,https://www.basketball-reference.com/players/z/zellety01.html,https://www.basketball-reference.com/req/202103225/images/players/zellety01.jpg,"Washington in Washington, Indiana|"
2012,18,HOU,Terrence Jones,Kentucky,6,234,5562,2431,1334,238,.501,.297,.621,23.8,10.4,5.7,1.0,14.7,.127,0.5,3.6,https://www.basketball-reference.com/players/j/joneste01.html,https://www.basketball-reference.com/req/202103225/images/players/joneste01.jpg,"Jefferson in Portland, Oregon|"
2012,19,ORL,Andrew Nicholson,St. Bonaventure,5,285,4080,1700,857,126,.467,.321,.773,14.3,6.0,3.0,0.4,3.8,.045,-3.6,-1.6,https://www.basketball-reference.com/players/n/nichoan01.html,https://www.basketball-reference.com/req/202103225/images/players/nichoan01.jpg,"Father Michael Goetz Secondary in West Mississauga, Canada|"
2012,21,BOS,Jared Sullinger,Ohio State,5,269,6532,2893,2006,477,.436,.272,.723,24.3,10.8,7.5,1.8,15.3,.113,-0.4,2.7,https://www.basketball-reference.com/players/s/sullija01.html,https://www.basketball-reference.com/req/202103225/images/players/sullija01.jpg,"Northland in Columbus, Ohio|"
2012,22,BOS,Fab Melo,Syracuse,1,6,36,7,3,0,.500,,.250,6.0,1.2,0.5,0.0,0.0,.021,-7.6,-0.1,https://www.basketball-reference.com/players/m/melofa01.html,https://www.basketball-reference.com/req/202103225/images/players/melofa01.jpg,"Sagemont School in Sagemont, Florida|"
2012,23,ATL,John Jenkins,Vanderbilt,6,171,2183,855,250,138,.441,.367,.847,12.8,5.0,1.5,0.8,3.0,.065,-1.9,0.1,https://www.basketball-reference.com/players/j/jenkijo01.html,https://www.basketball-reference.com/req/202103225/images/players/jenkijo01.jpg,"Station Camp in Hendersonville, Tennessee|"
2012,24,CLE,Jared Cunningham,Oregon State,4,84,605,197,56,39,.347,.306,.674,7.2,2.3,0.7,0.5,0.2,.017,-5.7,-0.6,https://www.basketball-reference.com/players/c/cunnija01.html,https://www.basketball-reference.com/req/202103225/images/players/cunnija01.jpg,"San Leandro in San Leandro, California|"
2012,25,MEM,Tony Wroten,Washington,4,145,3076,1604,363,437,.413,.231,.647,21.2,11.1,2.5,3.0,-1.3,-.021,-3.4,-1.1,https://www.basketball-reference.com/players/w/wroteto01.html,https://www.basketball-reference.com/req/202103225/images/players/wroteto01.jpg,"Garfield in Seattle, Washington|"
2012,26,IND,Miles Plumlee,Duke,7,346,5658,1697,1562,178,.542,,.543,16.4,4.9,4.5,0.5,10.6,.090,-1.9,0.2,https://www.basketball-reference.com/players/p/plumlmi01.html,https://www.basketball-reference.com/req/202103225/images/players/plumlmi01.jpg,"Christ School in Arden, North Carolina|"
2012,27,MIA,Arnett Moultrie,Mississippi State,2,59,729,210,180,12,.547,,.667,12.4,3.6,3.1,0.2,1.7,.113,-2.8,-0.1,https://www.basketball-reference.com/players/m/moultar01.html,https://www.basketball-reference.com/req/202103225/images/players/moultar01.jpg,"Raleigh Egypt in Memphis, Tennessee|"
2012,28,OKC,Perry Jones,Baylor,3,143,1675,488,252,54,.420,.293,.660,11.7,3.4,1.8,0.4,1.7,.048,-3.5,-0.6,https://www.basketball-reference.com/players/j/jonespe01.html,https://www.basketball-reference.com/req/202103225/images/players/jonespe01.jpg,"Duncanville in Duncanville, Texas|"
2012,29,CHI,Marquis Teague,Kentucky,3,91,909,217,90,134,.343,.222,.661,10.0,2.4,1.0,1.5,-0.9,-.045,-6.5,-1.0,https://www.basketball-reference.com/players/t/teaguma01.html,https://www.basketball-reference.com/req/202103225/images/players/teaguma01.jpg,"Pike in Indianapolis, Indiana|"
2012,30,GSW,Festus Ezeli,Vanderbilt,3,170,2394,712,725,63,.513,,.557,14.1,4.2,4.3,0.4,5.9,.119,-2.0,0.0,https://www.basketball-reference.com/players/e/ezelife01.html,https://www.basketball-reference.com/req/202103225/images/players/ezelife01.jpg,"Jesuit in Sacramento, California|"
2012,31,CHA,Jeff Taylor,Vanderbilt,3,132,2566,807,263,107,.409,.319,.665,19.4,6.1,2.0,0.8,1.3,.024,-4.2,-1.5,https://www.basketball-reference.com/players/t/tayloje03.html,https://www.basketball-reference.com/req/202103225/images/players/tayloje03.jpg,"Hobbs in Hobbs, New Mexico|"
2012,33,CLE,Bernard James,Florida State,3,92,761,203,212,13,.497,.000,.680,8.3,2.2,2.3,0.1,1.9,.117,-1.8,0.0,https://www.basketball-reference.com/players/j/jamesbe01.html,https://www.basketball-reference.com/req/202103225/images/players/jamesbe01.jpg,"Windsor Forest in Savannah, Georgia|"
2012,34,CLE,Jae Crowder,Marquette,9,664,16559,6378,2773,1052,.419,.345,.777,24.9,9.6,4.2,1.6,35.6,.103,0.2,9.2,https://www.basketball-reference.com/players/c/crowdja01.html,https://www.basketball-reference.com/req/202103225/images/players/crowdja01.jpg,"Villa Rica in Villa Rica, Georgia|"
2012,35,GSW,Draymond Green,Michigan State,9,636,18071,5577,4390,3383,.436,.316,.713,28.4,8.8,6.9,5.3,48.5,.129,2.6,21.0,https://www.basketball-reference.com/players/g/greendr01.html,https://www.basketball-reference.com/req/202103225/images/players/greendr01.jpg,"Saginaw in Saginaw, Michigan|"
2012,36,SAC,Orlando Johnson,UC Santa Barbara,3,103,1112,329,180,69,.358,.311,.727,10.8,3.2,1.7,0.7,1.4,.059,-2.4,-0.1,https://www.basketball-reference.com/players/j/johnsor01.html,https://www.basketball-reference.com/req/202103225/images/players/johnsor01.jpg,"Palma in Salinas, California|"
2012,37,TOR,Quincy Acy,Baylor,7,337,5392,1642,1179,217,.444,.350,.759,16.0,4.9,3.5,0.6,8.7,.078,-2.0,-0.1,https://www.basketball-reference.com/players/a/acyqu01.html,https://www.basketball-reference.com/req/202103225/images/players/acyqu01.jpg,"Mesquite Horn in Mesquite, Texas|"
2012,38,DEN,Quincy Miller,Baylor,3,69,934,295,169,37,.350,.292,.706,13.5,4.3,2.4,0.5,-0.1,-.003,-3.9,-0.5,https://www.basketball-reference.com/players/m/millequ01.html,https://www.basketball-reference.com/req/202103225/images/players/millequ01.jpg,"Westchester Country Day in High Point, North Carolina|"
2012,39,DET,Khris Middleton,Texas A&M,9,581,18423,9734,2785,2080,.460,.397,.879,31.7,16.8,4.8,3.6,45.0,.117,0.6,12.3,https://www.basketball-reference.com/players/m/middlkh01.html,https://www.basketball-reference.com/req/202103225/images/players/middlkh01.jpg,"Porter-Gaud in North Charleston, South Carolina|"
2012,40,POR,Will Barton,Memphis,9,552,13846,6203,2315,1429,.433,.352,.786,25.1,11.2,4.2,2.6,22.8,.079,-0.2,6.1,https://www.basketball-reference.com/players/b/bartowi01.html,https://www.basketball-reference.com/req/202103225/images/players/bartowi01.jpg,"Brewster Academy in Wolfeboro, New Hampshire|"
2012,41,POR,Tyshawn Taylor,Kansas,2,61,491,174,33,57,.354,.360,.684,8.0,2.9,0.5,0.9,-0.9,-.088,-8.1,-0.8,https://www.basketball-reference.com/players/t/tayloty01.html,https://www.basketball-reference.com/req/202103225/images/players/tayloty01.jpg,"Saint Anthony in Jersey City, New Jersey|"
2012,42,MIL,Doron Lamb,Kentucky,2,100,1272,345,95,75,.381,.394,.700,12.7,3.5,1.0,0.8,0.1,.005,-5.8,-1.2,https://www.basketball-reference.com/players/l/lambdo01.html,https://www.basketball-reference.com/req/202103225/images/players/lambdo01.jpg,"Bishop Loughlin in Queens, New York|Oak Hill Academy in Mouth of Wilson, Virginia|"
2012,43,ATL,Mike Scott,Virginia,9,551,9106,3717,1718,491,.453,.362,.757,16.5,6.7,3.1,0.9,16.7,.088,-1.8,0.5,https://www.basketball-reference.com/players/s/scottmi01.html,https://www.basketball-reference.com/req/202103225/images/players/scottmi01.jpg,"Deep Creek in Chesapeake, Virginia|"
2012,44,DET,Kim English,Missouri,1,41,407,119,37,26,.375,.280,.724,9.9,2.9,0.9,0.6,0.2,.021,-4.2,-0.2,https://www.basketball-reference.com/players/e/engliki01.html,https://www.basketball-reference.com/req/202103225/images/players/engliki01.jpg,"Notre Dame Preparatory School in Fitchburg, Massachusetts|"
2012,45,PHI,Justin Hamilton,LSU,3,113,1961,687,403,91,.464,.309,.798,17.4,6.1,3.6,0.8,3.7,.091,-0.9,0.5,https://www.basketball-reference.com/players/h/hamilju01.html,https://www.basketball-reference.com/req/202103225/images/players/hamilju01.jpg,"Lone Peak in Highland, Utah|"
2012,46,NOH,Darius Miller,Kentucky,6,271,5358,1597,447,367,.419,.383,.840,19.8,5.9,1.6,1.4,6.5,.059,-2.3,-0.4,https://www.basketball-reference.com/players/m/milleda01.html,https://www.basketball-reference.com/req/202103225/images/players/milleda01.jpg,"Mason County in Maysville, Kentucky|"
2012,47,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,.250,.200,,3.1,0.9,0.2,0.1,-0.3,-.272,-16.8,-0.2,https://www.basketball-reference.com/players/m/murphke01.html,https://www.basketball-reference.com/req/202103225/images/players/murphke01.jpg,"Creekside in Atlanta, Georgia|"
2012,49,ORL,Kyle O'Quinn,Norfolk State,8,472,6714,2568,2166,643,.517,.218,.740,14.2,5.4,4.6,1.4,17.8,.128,0.9,5.0,https://www.basketball-reference.com/players/o/oquinky01.html,https://www.basketball-reference.com/req/202103225/images/players/oquinky01.jpg,"Campus Magnet in Cambria Heights, New York|"
2012,51,BOS,Kris Joseph,Syracuse,1,10,54,9,7,1,.143,.000,.625,5.4,0.9,0.7,0.1,-0.1,-.127,-9.9,-0.1,https://www.basketball-reference.com/players/j/josepkr01.html,https://www.basketball-reference.com/req/202103225/images/players/josepkr01.jpg,"Archbishop Carroll in Montreal, Canada|"
2012,55,DAL,Darius Johnson-Odom,Marquette,2,7,21,0,6,2,.000,.000,.000,3.0,0.0,0.9,0.3,-0.3,-.597,-25.5,-0.1,https://www.basketball-reference.com/players/j/johnsda03.html,https://www.basketball-reference.com/req/202103225/images/players/johnsda03.jpg,"Wakefield in Raleigh, North Carolina|"
2012,58,MIN,Robbie Hummel,Purdue,2,98,1397,379,266,50,.418,.343,.867,14.3,3.9,2.7,0.5,1.9,.066,-3.1,-0.4,https://www.basketball-reference.com/players/h/hummero01.html,https://www.basketball-reference.com/req/202103225/images/players/hummero01.jpg,"Valparaiso in Valparaiso, Indiana|"
2012,59,SAS,Marcus Denmon,Missouri,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/d/denmoma01.html,https://www.basketball-reference.com/req/202103225/images/players/denmoma01.jpg,"Hogan Preparatory Academy in Kansas City, Missouri|"
2012,60,LAL,Robert Sacre,Gonzaga,4,189,2745,787,593,126,.436,.000,.671,14.5,4.2,3.1,0.7,2.4,.042,-4.0,-1.4,https://www.basketball-reference.com/players/s/sacrero01.html,https://www.basketball-reference.com/req/202103225/images/players/sacrero01.jpg,"Handsworth Secondary School in Vancouver, Canada|"
2013,1,CLE,Anthony Bennett,UNLV,4,151,1905,658,472,77,.392,.261,.670,12.6,4.4,3.1,0.5,0.5,.013,-4.8,-1.3,https://www.basketball-reference.com/players/b/bennean01.html,https://www.basketball-reference.com/req/202103225/images/players/bennean01.jpg,"Findlay College Prep in Henderson, Nevada|"
2013,2,ORL,Victor Oladipo,Indiana,8,454,14968,7955,2094,1796,.438,.347,.791,33.0,17.5,4.6,4.0,24.7,.079,0.9,10.9,https://www.basketball-reference.com/players/o/oladivi01.html,https://www.basketball-reference.com/req/202103225/images/players/oladivi01.jpg,"DeMatha in Hyattsville, Maryland|"
2013,3,WAS,Otto Porter,Georgetown,8,441,11684,4821,2189,673,.479,.402,.793,26.5,10.9,5.0,1.5,31.1,.128,1.6,10.6,https://www.basketball-reference.com/players/p/porteot01.html,https://www.basketball-reference.com/req/202103225/images/players/porteot01.jpg,"Scott County Central in Sikeston, Missouri|"
2013,4,CHA,Cody Zeller,Indiana,8,462,10483,3999,2785,659,.517,.227,.729,22.7,8.7,6.0,1.4,30.6,.140,-0.5,4.0,https://www.basketball-reference.com/players/z/zelleco01.html,https://www.basketball-reference.com/req/202103225/images/players/zelleco01.jpg,"Washington in Washington, Indiana|"
2013,6,NOH,Nerlens Noel,Kentucky,7,420,9381,3193,2616,468,.549,.200,.651,22.3,7.6,6.2,1.1,26.1,.133,0.9,6.9,https://www.basketball-reference.com/players/n/noelne01.html,https://www.basketball-reference.com/req/202103225/images/players/noelne01.jpg,"Tilton in Tilton, New Hampshire|"
2013,7,SAC,Ben McLemore,Kansas,8,487,11166,4330,1162,501,.416,.363,.776,22.9,8.9,2.4,1.0,8.1,.035,-3.0,-3.0,https://www.basketball-reference.com/players/m/mclembe01.html,https://www.basketball-reference.com/req/202103225/images/players/mclembe01.jpg,"Christian Life Center in Humble, Texas|"
2013,8,DET,Kentavious Caldwell-Pope,Georgia,8,601,17481,6835,1873,987,.418,.355,.802,29.1,11.4,3.1,1.6,31.2,.086,-0.8,5.3,https://www.basketball-reference.com/players/c/caldwke01.html,https://www.basketball-reference.com/req/202103225/images/players/caldwke01.jpg,"Greenville in Greenville, Georgia|"
2013,9,MIN,Trey Burke,Michigan,8,451,9894,4555,841,1460,.412,.347,.807,21.9,10.1,1.9,3.2,12.9,.063,-1.2,2.1,https://www.basketball-reference.com/players/b/burketr01.html,https://www.basketball-reference.com/req/202103225/images/players/burketr01.jpg,"Northland in Columbus, Ohio|"
2013,10,POR,CJ McCollum,Lehigh,8,524,16334,9866,1762,1707,.454,.396,.826,31.2,18.8,3.4,3.3,36.1,.106,1.2,13.0,https://www.basketball-reference.com/players/m/mccolcj01.html,https://www.basketball-reference.com/req/202103225/images/players/mccolcj01.jpg,"Glen Oak in Canton, Ohio|"
2013,11,PHI,Michael Carter-Williams,Syracuse,8,391,9898,4023,1713,1701,.402,.255,.706,25.3,10.3,4.4,4.4,6.7,.032,-1.2,1.9,https://www.basketball-reference.com/players/c/cartemi01.html,https://www.basketball-reference.com/req/202103225/images/players/cartemi01.jpg,"St. Andrew's School in Barrington, Rhode Island|"
